Data;Classificacao;Descricao;Meio;Valor
01/01/2019;2.2.4 Insumos;Hidromel;DINHEIRO;240
02/01/2019;2.2.4 Insumos;Material de Pintura;DINHEIRO;9
02/01/2019;2.2.4 Insumos;Material de Pintura;DINHEIRO;69,66
02/01/2019;2.2.4 Insumos;Material de Pintura;DINHEIRO;9
02/01/2019;2.2.4 Insumos;Material de Pintura;DINHEIRO;33,9
03/01/2019;2.2.4 Insumos;Pao de Humburguer;DINHEIRO;15,2
03/01/2019;2.2.4 Insumos;Batata Frita;DINHEIRO;64,17
04/01/2019;2.2.4 Insumos;Carne;DINHEIRO;34,8
04/01/2019;2.2.4 Insumos;Diversos;DINHEIRO;224,75
04/01/2019;2.2.4 Insumos;Diversos;DINHEIRO;257,49
04/01/2019;2.2.4 Insumos;Diversos;DINHEIRO;28,65
04/01/2019;2.2.4 Insumos;Agendas;DINHEIRO;43
05/01/2019;2.2.4 Insumos;Pao de Hamburguer;DINHEIRO;9,6
06/01/2019;2.2.4 Insumos;Carne;DINHEIRO;34
06/01/2019;2.2.4 Insumos;Gelo;DINHEIRO;11
06/01/2019;2.2.4 Insumos;Diversos;DINHEIRO;113,2
06/01/2019;2.2.4 Insumos;Diversos;DINHEIRO;159,01
06/01/2019;2.2.4 Insumos;Pao de Hamburguer;DINHEIRO;8
09/01/2019;2.2.4 Insumos;agua Tônica;DINHEIRO;14,1
09/01/2019;2.2.4 Insumos;Pao de Hamburguer;DINHEIRO;8
09/01/2019;2.2.4 Insumos;Combustível;DINHEIRO;30
09/01/2019;2.2.4 Insumos;Leite;DINHEIRO;4,2
10/01/2019;2.2.4 Insumos;Pao de Hamburguer;DINHEIRO;9,6
10/01/2019;2.2.4 Insumos;Diversos;DINHEIRO;183,17
10/01/2019;2.2.4 Insumos;Diversos;DINHEIRO;228,4
10/01/2019;2.2.4 Insumos;Diversos;DINHEIRO;28,9
12/01/2019;2.2.4 Insumos;Carnes;DINHEIRO;15,16
15/01/2019;2.2.4 Insumos;3/3 parcela;DINHEIRO;333,33
11/01/2019;2.2.4 Insumos;Carne;DINHEIRO;36
11/01/2019;2.2.4 Insumos;paletas;DINHEIRO;59
11/01/2019;2.2.4 Insumos;Pao de hamburguer;DINHEIRO;8
12/01/2019;2.2.4 Insumos;Diversos;DINHEIRO;83
12/01/2019;2.2.4 Insumos;Diversos;DINHEIRO;103
12/01/2019;2.2.4 Insumos;pao de hamburguer;DINHEIRO;8
13/01/2019;2.2.4 Insumos;paletas;DINHEIRO;59
13/01/2019;2.2.4 Insumos;diversos;DINHEIRO;135
13/01/2019;2.2.4 Insumos;diversos;DINHEIRO;284
13/01/2019;2.2.4 Insumos;saco lixo;DINHEIRO;7
16/01/2019;2.2.4 Insumos;gas;DINHEIRO;75
18/01/2019;2.2.4 Insumos;pastas;DINHEIRO;37
18/01/2019;2.2.4 Insumos;pao de hamburguer;DINHEIRO;8
18/01/2019;2.2.4 Insumos;Diversos;DINHEIRO;29
18/01/2019;2.2.4 Insumos;Diversos;DINHEIRO;62
18/01/2019;2.2.4 Insumos;Batata;DINHEIRO;25
18/01/2019;2.2.4 Insumos;pao de hamburguer;DINHEIRO;16
18/01/2019;2.2.4 Insumos;combustivel;DINHEIRO;30
18/01/2019;2.2.4 Insumos;diversos;DINHEIRO;141
18/01/2019;2.2.4 Insumos;diversos;DINHEIRO;74
20/01/2019;2.2.4 Insumos;Referente ao mes de dezembro;DINHEIRO;45,27
20/01/2019;2.2.4 Insumos;Diversos;DINHEIRO;16
22/01/2019;2.2.4 Insumos;Referente ao mes de Dezembro;DINHEIRO;49,83
23/01/2019;2.2.4 Insumos;combustivel;DINHEIRO;30
23/01/2019;2.2.4 Insumos;diversos;DINHEIRO;106
23/01/2019;2.2.4 Insumos;diversos;DINHEIRO;55
23/01/2019;2.2.4 Insumos;diversos;DINHEIRO;26
23/01/2019;2.2.4 Insumos;diversos;DINHEIRO;38
20/01/2019;2.2.4 Insumos;pao de hamburguer;DINHEIRO;6
19/01/2019;2.2.4 Insumos;pao de hamburguer;DINHEIRO;6
19/01/2019;2.2.4 Insumos;carnes;DINHEIRO;21
23/01/2019;2.2.4 Insumos;diversos;DINHEIRO;137
23/01/2019;2.2.4 Insumos;diversos;DINHEIRO;178
23/01/2019;2.2.4 Insumos;diversos;DINHEIRO;14
23/01/2019;2.2.4 Insumos;Bandeirinhas, dados;DINHEIRO;364,27
22/01/2019;2.2.4 Insumos;esfiha;DINHEIRO;35
24/01/2019;2.2.4 Insumos;Casquinha de Siri;DINHEIRO;50
24/01/2019;2.2.4 Insumos;combustivel;DINHEIRO;30
24/01/2019;2.2.4 Insumos;diversos;DINHEIRO;58,39
24/01/2019;2.2.4 Insumos;Rum;DINHEIRO;19,8
24/01/2019;2.2.4 Insumos;Heineken;DINHEIRO;26,94
24/01/2019;2.2.4 Insumos;Pao de Humburguer;DINHEIRO;8
24/01/2019;2.2.4 Insumos;Caneca fosca, Fabiano;DINHEIRO;38,9
25/01/2019;2.2.4 Insumos;Diversos;DINHEIRO;45,94
25/01/2019;2.2.4 Insumos;Diversos;DINHEIRO;6,4
25/01/2019;2.2.4 Insumos;Decoracao ;DINHEIRO;48
25/01/2019;2.2.4 Insumos;Frutas;DINHEIRO;12
25/01/2019;2.2.4 Insumos;Referente ao mes de dezembro;DINHEIRO;1100
26/01/2019;2.2.4 Insumos;Gelo;DINHEIRO;10
26/01/2019;2.2.4 Insumos;Pao de Forma Integral;DINHEIRO;37,74
27/01/2019;2.2.4 Insumos;Carnes;DINHEIRO;49,72
28/01/2019;2.2.4 Insumos;Referente à leitura do dia 13/01;DINHEIRO;276,72
01/02/2019;2.2.4 Insumos;Pao de Hamburguer;CAIXA;8
01/02/2019;2.2.4 Insumos;Paletas;CEF;75,9
01/02/2019;2.2.4 Insumos;Frango;CAIXA;15
02/02/2019;2.2.4 Insumos;Carnes;CEF;39,5
02/02/2019;2.2.4 Insumos;Diversos;CEF;64,54
02/02/2019;2.2.4 Insumos;Diversos;CEF;72
02/02/2019;2.2.4 Insumos;Jaca+ Frango +pao ;CAIXA;43
03/02/2019;2.2.4 Insumos;Batata Frita;CEF;13,5
03/02/2019;2.2.4 Insumos;Diversos;CEF;75,69
03/02/2019;2.2.4 Insumos;Papel Toalha;CEF;2,99
03/02/2019;2.2.4 Insumos;Gelo;CAIXA;10
06/02/2019;2.2.4 Insumos;Sal e batata;CEF;16,3
03/02/2019;2.2.4 Insumos;Pao de Hambúrguer ;CEF;8
06/02/2019;2.2.4 Insumos;Pao de Hambúrguer ;CEF;10,4
07/02/2019;2.2.4 Insumos;Diversos;CEF;44,37
07/02/2019;2.2.4 Insumos;Diversos ;CEF;72,65
07/02/2019;2.2.4 Insumos;sabao ;CEF;2,05
07/02/2019;2.2.4 Insumos;Ricardo Janeiro;CAIXA;135
07/02/2019;2.2.4 Insumos;Pao de hamburguer;CAIXA;5,4
08/02/2019;2.2.4 Insumos;Combustível ;CEF;30
08/02/2019;2.2.4 Insumos;Diversos;CEF;49,8
08/02/2019;2.2.4 Insumos;Diversos;CEF;82,54
08/02/2019;2.2.4 Insumos;Saco de Lixo;CEF;31,85
08/02/2019;2.2.4 Insumos;Almoco Rodrigo;CEF;13,5
08/02/2019;2.2.4 Insumos;Pao de Hamburguer;CEF;8
09/02/2019;2.2.4 Insumos;Carnes;CEF;34
10/02/2019;2.2.4 Insumos;Diversos;CEF;35,4
10/02/2019;2.2.4 Insumos;Diversos ;CEF;167,04
10/02/2019;2.2.4 Insumos;Diversos ;CEF;3,95
13/02/2019;2.2.4 Insumos;leitura do dia 28/01;CAIXA;46,27
13/02/2019;2.2.4 Insumos;Carnes;CEF;39,8
13/02/2019;2.2.4 Insumos;Pao de Hamburguer;CEF;16
13/02/2019;2.2.4 Insumos;Diversos ;CEF;103,09
13/02/2019;2.2.4 Insumos;Diversos ;CEF;163,03
14/02/2019;2.2.4 Insumos;Combustível ;CEF;30
15/02/2019;2.2.4 Insumos;Pao de Hambúrguer ;CEF;8
15/02/2019;2.2.4 Insumos;Diversos ;CEF;129,71
15/02/2019;2.2.4 Insumos;Diversos ;CEF;162
15/02/2019;2.2.4 Insumos;Diversos ;CEF;7,5
16/02/2019;2.2.4 Insumos;Pao de Hambúrguer ;CAIXA;8
16/02/2019;2.2.4 Insumos;Leite;CAIXA;4,2
16/02/2019;2.2.4 Insumos;Pizzas Corujao;CAIXA;179
16/02/2019;2.2.4 Insumos;Mini salgadinhos Corujao;CEF;39,34
17/02/2019;2.2.4 Insumos;Diversos;CEF;143,96
17/02/2019;2.2.4 Insumos;Diversos ;CEF;85,2
17/02/2019;2.2.4 Insumos;Lâmpada ;CEF;5,99
20/02/2019;2.2.4 Insumos;Diversos ;CAIXA;37
16/02/2019;2.2.4 Insumos;Bolo corujao;CAIXA;35
20/02/2019;2.2.4 Insumos;Teste cartao ;CEF;1
21/02/2019;2.2.4 Insumos;Vivo;CAIXA;74,99
21/02/2019;2.2.4 Insumos;MEI Barbara;CAIXA;59
21/02/2019;2.2.4 Insumos;Mes de janeiro;CAIXA;289,36
21/02/2019;2.2.4 Insumos;Diversos ;CEF;241,89
21/02/2019;2.2.4 Insumos;Diversos ;CEF;109,61
21/02/2019;2.2.4 Insumos;Sorvete;CEF;39
21/02/2019;2.2.4 Insumos;Pao de Hamburguer;CEF;16
21/02/2019;2.2.4 Insumos;Carnes;CEF;34
21/02/2019;2.2.4 Insumos;Pao de Hambúrguer ;CEF;3,2
22/02/2019;2.2.4 Insumos;Almoco Rodrigo;CEF;17,49
22/02/2019;2.2.4 Insumos;Diversos;CEF;53,9
22/02/2019;2.2.4 Insumos;Diversos ;CEF;59,16
22/02/2019;2.2.4 Insumos;Diversos ;CEF;75,2
22/02/2019;2.2.4 Insumos;Subway;CAIXA;26
23/02/2019;2.2.4 Insumos;Paletas;CEF;75,9
23/02/2019;2.2.4 Insumos;Pao de Hambúrguer ;CEF;9,6
24/02/2019;2.2.4 Insumos;Combustível ;CEF;34,6
24/02/2019;2.2.4 Insumos;Pao de Hambúrguer ;CEF;8
25/02/2019;2.2.4 Insumos;Referente ao mes de fevereiro ;CAIXA;900
25/02/2019;2.2.4 Insumos;Referente ao mes de fevereiro ;CEF;310
26/02/2019;2.2.4 Insumos;Combustível ;CEF;30
27/02/2019;2.2.4 Insumos;Carnes;CEF;18,85
27/02/2019;2.2.4 Insumos;Almoco Rodrigo;CEF;19,49
27/02/2019;2.2.4 Insumos;Diversos;CEF;208,9
27/02/2019;2.2.4 Insumos;Diversos ;CEF;86,97
27/02/2019;2.2.4 Insumos;Papel Higienico ;CEF;11,19
28/02/2019;2.2.4 Insumos;Pao de Hambúrguer ;CEF;16
28/02/2019;2.2.4 Insumos;Alface;CEF;6,29
01/03/2019;2.2.4 Insumos;Botijao de Gas ;CAIXA;70
01/03/2019;2.2.4 Insumos;Combustível ;CEF;30
02/03/2019;2.2.4 Insumos;Pao de Hamburguer;CEF;12
02/03/2019;2.2.4 Insumos;Pao de Hamburguer;CEF;10,09
02/03/2019;2.2.4 Insumos;Diversos;CEF;144,34
02/03/2019;2.2.4 Insumos;Diversos;CEF;220,08
02/03/2019;2.2.4 Insumos;Diversos;CEF;34,48
02/03/2019;2.2.4 Insumos;Cerveja - Ricardo;CAIXA;32,28
03/03/2019;2.2.4 Insumos;Carnes;CEF;38,5
06/03/2019;2.2.4 Insumos;Alface;CEF;10,98
06/03/2019;2.2.4 Insumos;Pao de Hambúrguer ;CEF;12
06/03/2019;2.2.4 Insumos;Diversos;CEF;242,69
06/03/2019;2.2.4 Insumos;Diversos;CEF;227,04
06/03/2019;2.2.4 Insumos;Diversos;CEF;26,1
06/03/2019;2.2.4 Insumos;Limpa Vidro;CEF;1,49
07/03/2019;2.2.4 Insumos;Pao de Hambúrguer ;CEF;8
07/03/2019;2.2.4 Insumos;Bandana, forma de gelo e Balanca;CEF;75,15
07/03/2019;2.2.4 Insumos;Diversos ;CEF;28,67
07/03/2019;2.2.4 Insumos;Diversos ;CEF;23,4
07/03/2019;2.2.4 Insumos;Gelo;CAIXA;10
08/03/2019;2.2.4 Insumos;Carnes;CEF;34,7
08/03/2019;2.2.4 Insumos;Combustível ;CEF;20
08/03/2019;2.2.4 Insumos;Pao de Hambúrguer ;CEF;8
08/03/2019;2.2.4 Insumos;Diversos ;CEF;76,3
08/03/2019;2.2.4 Insumos;Diversos ;CEF;85,76
08/03/2019;2.2.4 Insumos;Papel Toalha;CEF;6,36
10/03/2019;2.2.4 Insumos;Hidromel;CAIXA;240
13/03/2019;2.2.4 Insumos;Pao de Hambúrguer ;CEF;12
13/03/2019;2.2.4 Insumos;Diversos ;CEF;140,78
13/03/2019;2.2.4 Insumos;Diversos;CEF;133,56
14/03/2019;2.2.4 Insumos;Combustível ;CEF;30
15/03/2019;2.2.4 Insumos;Carnes;CEF;15,93
15/03/2019;2.2.4 Insumos;Pao de Hambúrguer ;CEF;8
16/03/2019;2.2.4 Insumos;Combustível ;CEF;30
14/03/2019;2.2.4 Insumos;Hiuri Ajuda;CAIXA;20
16/03/2019;2.2.4 Insumos;Referente a leitura do dia 27/02;CAIXA;45
16/03/2019;2.2.4 Insumos;1/2 Parcela Flick em Up;CAIXA;40
17/03/2019;2.2.4 Insumos;Carnes;CEF;19,47
17/03/2019;2.2.4 Insumos;Pao de Hambúrguer ;CEF;6,4
17/03/2019;2.2.4 Insumos;Diversos;CEF;122,27
17/03/2019;2.2.4 Insumos;Diversos ;CEF;165,65
17/03/2019;2.2.4 Insumos;Diversos ;CEF;19,8
17/03/2019;2.2.4 Insumos;Papel toalha ;CEF;3,4
20/03/2019;2.2.4 Insumos;Carnes;CEF;34
20/03/2019;2.2.4 Insumos;Diversos ;CEF;98,65
20/03/2019;2.2.4 Insumos;Diversos ;CEF;74,46
20/03/2019;2.2.4 Insumos;Pao de Hambúrguer ;CEF;8
21/03/2019;2.2.4 Insumos;Pao de Hambúrguer ;CEF;9,6
21/03/2019;2.2.4 Insumos;MEI - Barbara;CAIXA;50
16/03/2019;2.2.4 Insumos;Hiuri Ajuda;CAIXA;20
21/03/2019;2.2.4 Insumos;Alface;CEF;10,98
23/03/2019;2.2.4 Insumos;Pizzas Corujao;CEF;277
23/03/2019;2.2.4 Insumos;Carnes;CEF;35
23/03/2019;2.2.4 Insumos;Combustível;CEF;20
23/03/2019;2.2.4 Insumos;Pao de Forma Corujao;CEF;12,34
23/03/2019;2.2.4 Insumos;Rocamboles e bolos Corujao;CEF;20
23/03/2019;2.2.4 Insumos;Pao de Hamburguer;CEF;12
23/03/2019;2.2.4 Insumos;Diversos;CEF;142,27
23/03/2019;2.2.4 Insumos;Papel toalha e copos;CEF;5,97
23/03/2019;2.2.4 Insumos;Primeira parte referente ao mes de marco;CAIXA;70
24/03/2019;2.2.4 Insumos;Pao de Hamburguer;CEF;8
24/03/2019;2.2.4 Insumos;Combustível;CEF;30
25/03/2019;2.2.4 Insumos;Referente ao mes de marco;CAIXA;1209,45
21/03/2019;2.2.4 Insumos;Referente ao mes de fevereiro/marco;CAIXA;250
27/03/2019;2.2.4 Insumos;Referente ao mes de fevereiro/marco;CAIXA;75
21/03/2019;2.2.4 Insumos;Hiuri Ajuda;CAIXA;20
10/03/2019;2.2.4 Insumos;Impulsionamento Facebook;CAIXA;122
28/03/2019;2.2.4 Insumos;Hiuri Ajuda;CAIXA ;20
30/03/2019;2.2.4 Insumos;Hiuri Ajuda;CAIXA ;20
30/03/2019;2.2.4 Insumos;Carnes;CEF;30,48
30/03/2019;2.2.4 Insumos;Pao de Hambúrguer ;CEF;11,2
29/03/2019;2.2.4 Insumos;Diversos ;CEF;82,6
27/03/2019;2.2.4 Insumos;Pao de Hamburguer;CEF;5,77
27/03/2019;2.2.4 Insumos;Diversos;CEF;47,58
27/03/2019;2.2.4 Insumos;Bloco de notas;CAIXA ;16
28/03/2019;2.2.4 Insumos;Pao de Hamburguer;CEF;22,4
28/03/2019;2.2.4 Insumos;Combústivel;CEF;30
28/03/2019;2.2.4 Insumos;Diversos;CEF;106,4
28/03/2019;2.2.4 Insumos;Forn. Coca cola;CEF;300
25/03/2019;2.2.4 Insumos;Combustível;CAIXA;30
01/04/2019;2.2.4 Insumos;Pao de Hamburguer;CEF;7,49
03/04/2019;2.2.4 Insumos;Diversos;CEF;17,49
03/04/2019;2.2.4 Insumos;Carnes;CEF;14,06
03/04/2019;2.2.4 Insumos;Pao de Hamburguer;CEF;24,55
04/04/2019;2.2.4 Insumos;Diversos;CEF;7,11
04/04/2019;2.2.4 Insumos;Papel Toalha;CEF;3,19
04/04/2019;2.2.4 Insumos;Diversos;CEF;152,38
04/04/2019;2.2.4 Insumos;Pao de Hamburguer;CEF;9,6
04/04/2019;2.2.4 Insumos;Alface;CEF;21,96
05/04/2019;2.2.4 Insumos;Combustivel;CEF;30
05/04/2019;2.2.4 Insumos;Diversos;CEF;30,21
05/04/2019;2.2.4 Insumos;Diversos;CEF;99,17
06/04/2019;2.2.4 Insumos;Diversos;CEF;64,58
06/04/2019;2.2.4 Insumos;Diversos;CEF;7,49
07/04/2019;2.2.4 Insumos;Carnes;CEF;20,65
07/04/2019;2.2.4 Insumos;Coca cola;CEF;23,76
07/04/2019;2.2.4 Insumos;Diversos;CEF;31,01
07/04/2019;2.2.4 Insumos;Papel Higienico ;CEF;17,38
02/04/2019;2.2.4 Insumos;Gas;CAIXA;65
07/04/2019;2.2.4 Insumos;Pao de Hamburguer;CAIXA;12
10/04/2019;2.2.4 Insumos;Gelo;CAIXA;10
08/04/2019;2.2.4 Insumos;Referente a Marco ;CAIXA;278
10/04/2019;2.2.4 Insumos;Pao de Hambúrguer ;CEF;9,6
12/04/2019;2.2.4 Insumos;Cafe / Reuniao ;CEF;38,49
12/04/2019;2.2.4 Insumos;Pao de Hambúrguer ;CEF;20,5
12/04/2019;2.2.4 Insumos;Diversos ;CEF;298,01
12/04/2019;2.2.4 Insumos;Diversos ;CEF;18,18
12/04/2019;2.2.4 Insumos;Referente ao mes de Marco ;CAIXA;46
12/04/2019;2.2.4 Insumos;Carnes;CEF;15,97
13/04/2019;2.2.4 Insumos;Combustível ;CEF;40
13/04/2019;2.2.4 Insumos;Paletas;CEF;96,6
13/04/2019;2.2.4 Insumos;Pao de Hambúrguer ;CEF;8,8
13/04/2019;2.2.4 Insumos;Diversos ;CEF;156,72
13/04/2019;2.2.4 Insumos;Diversos ;CEF;77,16
13/04/2019;2.2.4 Insumos;Carnes;CEF;18,86
14/04/2019;2.2.4 Insumos;Pao de Hambúrguer ;CEF;9,6
15/04/2019;2.2.4 Insumos;Telao Game of Thrones;CAIXA;70
17/04/2019;2.2.4 Insumos;Diversos Ambev;CAIXA;210,1
18/04/2019;2.2.4 Insumos;Lemon Pepper;CAIXA;71,38
16/04/2019;2.2.4 Insumos;Pao de Hambúrguer ;CEF;15,25
17/04/2019;2.2.4 Insumos;Limao ;CEF;3,32
17/04/2019;2.2.4 Insumos;Pao de Hambúrguer ;CEF;13,2
17/04/2019;2.2.4 Insumos;Diversos ;CEF;222,65
17/04/2019;2.2.4 Insumos;Diversos ;CEF;39,7
17/04/2019;2.2.4 Insumos;Diversos;CEF;11,89
18/04/2019;2.2.4 Insumos;Combustivel;CEF;30
18/04/2019;2.2.4 Insumos;Cafe Dona Bella;CEF;55,94
18/04/2019;2.2.4 Insumos;Diversos;CEF;133,68
18/04/2019;2.2.4 Insumos;Kibe;CEF;100,2
18/04/2019;2.2.4 Insumos;Sapolio e sabonete;CEF;6,39
24/04/2019;2.2.4 Insumos;Mes de abril;CAIXA;76
24/04/2019;2.2.4 Insumos;Mes de abril;CAIXA;292
24/04/2019;2.2.4 Insumos;HBO Go;CAIXA;35
24/04/2019;2.2.4 Insumos;MEI Barbara;CAIXA;51
21/04/2019;2.2.4 Insumos;Telao Game of Thrones;CAIXA;70
24/04/2019;2.2.4 Insumos;Carnes;CAIXA;42
21/04/2019;2.2.4 Insumos;Pao de Hambúrguer ;CEF;8
20/04/2019;2.2.4 Insumos;Pao de Hambúrguer ;CEF;20
20/04/2019;2.2.4 Insumos;Sorvete;CEF;39
21/04/2019;2.2.4 Insumos;Combustivel Rodrigo;CEF;30
20/04/2019;2.2.4 Insumos;Coador;CEF;11,47
19/04/2019;2.2.4 Insumos;Carnes;CEF;35
19/04/2019;2.2.4 Insumos;Pao de Hambúrguer ;CEF;11,2
19/04/2019;2.2.4 Insumos;Diversos;CEF;25,58
20/04/2019;2.2.4 Insumos;Diversos;CEF;118,2
20/04/2019;2.2.4 Insumos;Diversos;CEF;50,55
20/04/2019;2.2.4 Insumos;Papel toalha e copos;CEF;8,34
20/04/2019;2.2.4 Insumos;SUP. para vassoura e porta talheres;CEF;49,8
24/04/2019;2.2.4 Insumos;Pao de Hambúrguer ;CEF;14,4
22/04/2019;2.2.4 Insumos;Diversos;CEF;19,95
22/04/2019;2.2.4 Insumos;Diversos;CEF;116,14
25/04/2019;2.2.4 Insumos;Picles;CEF;7,36
25/04/2019;2.2.4 Insumos;Diversos ;CEF;8,98
25/04/2019;2.2.4 Insumos;Rabanete;CEF;5,79
26/04/2019;2.2.4 Insumos;Combustivel Rodrigo;CEF;30
26/04/2019;2.2.4 Insumos;Pao de Hambúrguer ;CEF;16,38
27/04/2019;2.2.4 Insumos;Diversos;CEF;59,48
27/04/2019;2.2.4 Insumos;Diversos;CEF;57,36
27/04/2019;2.2.4 Insumos;Fosforos;CEF;2,85
27/04/2019;2.2.4 Insumos;Lampadas;CEF;9,98
27/04/2019;2.2.4 Insumos;Pao de Hambúrguer ;CEF;8
24/04/2019;2.2.4 Insumos;Diversos Coca;CAIXA;184
25/04/2019;2.2.4 Insumos;De 25/03 ate 24/04;CAIXA;909,45
25/04/2019;2.2.4 Insumos;De 25/03 ate 24/04;CEF;300
28/04/2019;2.2.4 Insumos;Carnes;CEF;35,7
28/04/2019;2.2.4 Insumos;Pao de Hambúrguer ;CEF;17,27
28/04/2019;2.2.4 Insumos;Diversos;CAIXA;72,78
29/04/2019;2.2.4 Insumos;Telao Game of Thrones;CAIXA;70
29/04/2019;2.2.4 Insumos;Gordura Vegetal;CAIXA;105
20/04/2019;2.2.4 Insumos;Pizzas Corujao;CAIXA;199
30/04/2019;2.2.4 Insumos;Diversos;CAIXA;105
01/05/2019;2.2.4 Insumos;Diversos;CAIXA;105,47
02/05/2019;2.2.4 Insumos;Diversos;CEF;79,34
02/05/2019;2.2.4 Insumos;Diversos;CEF;39,53
02/05/2019;2.2.4 Insumos;Gelo;CAIXA;10
02/05/2019;2.2.4 Insumos;Alface;CAIXA;19,06
02/05/2019;2.2.4 Insumos;Pao de Hamburguer;CAIXA;10,4
02/05/2019;2.2.4 Insumos;Refrigerantes;CEF;66,96
02/05/2019;2.2.4 Insumos;Diversos;CEF;50,25
02/05/2019;2.2.4 Insumos;Diversos;CEF;242,92
02/05/2019;2.2.4 Insumos;Diversos;CEF;47,73
03/05/2019;2.2.4 Insumos;Pao de Hamburguer;CEF;8
03/05/2019;2.2.4 Insumos;Diversos;CEF;74,16
03/05/2019;2.2.4 Insumos;Papel Higienico ;CEF;11,84
03/05/2019;2.2.4 Insumos;Queijo e Shoyiu;CEF;21,19
05/05/2019;2.2.4 Insumos;Carnes;CEF;17,75
04/05/2019;2.2.4 Insumos;agua sem gas;CEF;25,35
06/05/2019;2.2.4 Insumos;Telao Game of Thrones;CAIXA;70
07/05/2019;2.2.4 Insumos;Diversos Ambev;CAIXA;178
05/05/2019;2.2.4 Insumos;Diversos;CEF;78,6
05/05/2019;2.2.4 Insumos;Diversos;CEF;106,85
06/05/2019;2.2.4 Insumos;Combustivel Rodrigo;CEF;30
06/05/2019;2.2.4 Insumos;Pao de Hambúrguer ;CEF;19,42
07/05/2019;2.2.4 Insumos;Bacon;CEF;14,9
08/05/2019;2.2.4 Insumos;Carnes;CAIXA;42,17
08/05/2019;2.2.4 Insumos;Gas;CAIXA;75
08/05/2019;2.2.4 Insumos;Daniel emprestimo;CAIXA;60
08/05/2019;2.2.4 Insumos;Diversos;CAIXA;112,38
08/05/2019;2.2.4 Insumos;Diversos;CAIXA;111,9
09/05/2019;2.2.4 Insumos;Pao de Hambúrguer ;CEF;8
10/05/2019;2.2.4 Insumos;Pao de Hambúrguer ;CEF;5,35
10/05/2019;2.2.4 Insumos;Hidromel;CAIXA;240
11/05/2019;2.2.4 Insumos;Diversos;CEF;150,31
11/05/2019;2.2.4 Insumos;luvas e papel toalha;CEF;27,15
11/05/2019;2.2.4 Insumos;Feira;CEF;15
12/05/2019;2.2.4 Insumos;Carne e batata;CEF;75,26
12/05/2019;2.2.4 Insumos;Diversos;CEF;83,39
12/05/2019;2.2.4 Insumos;Diversos;CEF;62,46
12/05/2019;2.2.4 Insumos;Diversos;CEF;31,64
12/05/2019;2.2.4 Insumos;Coca e heineken;CAIXA;82
13/05/2019;2.2.4 Insumos;Diversos;CEF;11,98
13/05/2019;2.2.4 Insumos;Diversos Ambev;CAIXA;171
15/05/2019;2.2.4 Insumos;Pao de Hambúrguer ;CEF;9,4
15/05/2019;2.2.4 Insumos;Diversos Ambev;CEF;43,69
15/05/2019;2.2.4 Insumos;Pao de Hambúrguer ;CEF;7,5
16/05/2019;2.2.4 Insumos;Abril/maio;CEF;74,99
16/05/2019;2.2.4 Insumos;Abril/maio;CEF;360,34
18/05/2019;2.2.4 Insumos;MEI Barbara;CEF;50,9
18/05/2019;2.2.4 Insumos;Abril/maio;CEF;45,27
17/05/2019;2.2.4 Insumos;Combustivel Rodrigo;CEF;30,02
17/05/2019;2.2.4 Insumos;Diversos;CEF;57,99
17/05/2019;2.2.4 Insumos;Diversos;CEF;76,89
16/05/2019;2.2.4 Insumos;Diversos Coca Cola;CAIXA;150
17/05/2019;2.2.4 Insumos;Feira;CEF;12
18/05/2019;2.2.4 Insumos;Carnes;CEF;44,82
18/05/2019;2.2.4 Insumos;Pao de Hambúrguer ;CEF;30,6
18/05/2019;2.2.4 Insumos;Diversos;CEF;116,06
18/05/2019;2.2.4 Insumos;Sacola lixo;CEF;0,2
18/05/2019;2.2.4 Insumos;HBO GO;CAIXA;35
12/05/2019;2.2.4 Insumos;Telao Game of Thrones;CEF;70
19/05/2019;2.2.4 Insumos;Pao de Hambúrguer ;CEF;8
19/05/2019;2.2.4 Insumos;Pao de Hambúrguer ;CEF;3,2
22/05/2019;2.2.4 Insumos;Carnes;CAIXA;20
22/05/2019;2.2.4 Insumos;Carnes;CAIXA;39,34
22/05/2019;2.2.4 Insumos;Pao de Hambúrguer ;CEF;8
22/05/2019;2.2.4 Insumos;Divesos;CEF;237,71
22/05/2019;2.2.4 Insumos;Diversos;CEF;6,29
22/05/2019;2.2.4 Insumos;Sacolas;CEF;0,2
22/05/2019;2.2.4 Insumos;Combustivel Rodrigo;CEF;50
23/05/2019;2.2.4 Insumos;Queijo Prato;CEF;12,9
23/05/2019;2.2.4 Insumos;Guarana;CEF;31,5
24/05/2019;2.2.4 Insumos;Ref esse mes;CAIXA;1210
24/05/2019;2.2.4 Insumos;Pao de Hambúrguer ;CEF;8
24/05/2019;2.2.4 Insumos;Diversos Coca Cola;CAIXA;260,2
25/05/2019;2.2.4 Insumos;Sorvete e palleta;CEF;142,5
25/05/2019;2.2.4 Insumos;Diversos;CEF;109,5
12/05/2019;2.2.4 Insumos;teste e Combustivel;CEF;120
12/05/2019;2.2.4 Insumos;Pao de Hambúrguer;CEF;12
12/05/2019;2.2.4 Insumos;Leite;CEF;4,2
01/06/2019;2.2.4 Insumos;Diversos;CAIXA;51,95
05/06/2019;2.2.4 Insumos;Diversos Ambev;CAIXA;176,4
06/06/2019;2.2.4 Insumos;Diversos Ambev;CAIXA;37,99
06/06/2019;2.2.4 Insumos;Combústivel;CEF;30
