Data;Classificacao;Descricao;Meio;Valor
08/08/2021;2.2.3 Congelados;Onions, batata e nuggets;CEF;173,3
08/08/2021;2.2.8 Bebidas;Coca cola e skol;CEF;59,28
08/08/2021;2.6.2 oleo para Fritadeira;Gordura Vegetal;CEF;180
08/08/2021;2.2.4 Insumos;Farinha de rosca;CEF;29,9
08/08/2021;2.2.1 Carne;Apresuntado e Sassami;CEF;84,98
08/08/2021;2.2.7 Doces;Bombom;CEF;105,5
08/08/2021;2.4 Entregador;Felipe;CEF;202,2
08/08/2021;2.4 Entregador;Gabriel;CEF;216,2
08/08/2021;2.4 Entregador;Guilherme ;CEF;65
10/08/2021;2.2.2 Pao;Gufe;CEF;520,2
10/08/2021;2.2.1 Carne;Acem Gerson;CEF;1101,5
12/08/2021;2.2.5 Hortifrut;Tomate;CEF;18,67
12/08/2021;2.2.8 Bebidas;agua e Coca cola;CEF;147,12
12/08/2021;2.2.6 Laticínios;Queijo Gorgonzola;CEF;58,2
13/08/2021;2.4 Entregador;Faber ;CEF;50
13/08/2021;2.2.8 Bebidas;Ambev;CAIXA;271,14
13/08/2021;2.2.4 Insumos;Maionese;CEF;51,6
13/08/2021;2.2.7 Doces;Ganache e Cobertura;CEF;43,18
13/08/2021;2.2.3 Congelados;Batata Frita;CEF;29,8
13/08/2021;2.6.1 Gas de cozinha;Cozinha ;CAIXA;90
14/08/2021;2.2.5 Hortifrut;Diversos que entrega;CEF;234,9
14/08/2021;2.2.6 Laticínios;Cheddar, Catupiry e Prato;CEF;311,6
14/08/2021;2.2.8 Bebidas;Heineken;CEF;107,76
14/08/2021;2.2.4 Insumos;Farinha Rosca e Barbecue;CEF;35,55
15/08/2021;2.2.3 Congelados;Nuggets, Onions e Batata;CEF;166
15/08/2021;2.2.5 Hortifrut;Hortela, Alface, Tomate, etc;CEF;37,38
15/08/2021;2.2.8 Bebidas;Coca Cola;CEF;16,14
16/08/2021;2.2.8 Bebidas;Hidromel 2 CAIXAS;CEF;480
16/08/2021;2.4 Entregador;Felipe;CEF;287,1
16/08/2021;2.4 Entregador;Gabriel;CEF;175
16/08/2021;2.4 Entregador;Guilherme;CEF;55
17/08/2021;2.2.1 Carne;Acem Gerson;CEF;922,5
17/08/2021;2.2.2 Pao;Pao Gufe;CEF;382,2
18/08/2021;2.2.5 Hortifrut;Tomate e cebolas;CEF;34,83
18/08/2021;2.2.4 Insumos;Catchup e Mostarda;CEF;38,8
18/08/2021;2.2.3 Congelados;Batata, nuggets e onions;CEF;135,2
18/08/2021;2.2.1 Carne;Apresuntado;CEF;6,15
18/08/2021;2.2.7 Doces;Bombom e Abacaxi em calda;CEF;136,8
18/08/2021;2.2.7 Doces;Sorvetes;CEF;43
19/08/2021;2.2.5 Hortifrut;Limao e alface;CEF;56,36
19/08/2021;2.2.1 Carne;Bacon;CEF;115,28
19/08/2021;2.2.4 Insumos;Maionese, catchup, barbecue;CEF;122,75
19/08/2021;2.2.6 Laticínios;Prato, colher e Pilhas;CEF;33,55
19/08/2021;2.2.8 Bebidas;agua, Coca e Heineken;CEF;273,96
19/08/2021;2.2.7 Doces;Geleia;CEF;10,5
20/08/2021;2.4 Entregador;Faberson;CEF;100
20/08/2021;2.3.2 Papel Acoplado;Papel acoplado;CAIXA;100
20/08/2021;2.3.1 Sacolas kraft;Sacola Kraft;CEF;150
20/08/2021;2.2.8 Bebidas;Ambev;CAIXA;182,46
21/08/2021;2.2.8 Bebidas;Licores;CEF;234,5
22/08/2021;2.4 Entregador;Felipe;CEF;160
22/08/2021;2.4 Entregador;Gabriel;CEF;260
22/08/2021;2.2.5 Hortifrut;Delivery hortifruti;CEF;158,8
22/08/2021;2.2.1 Carne;Acem Gerson;CEF;1065,3
21/08/2021;2.2.4 Insumos;Ovo, Leite e maionese;CEF;80,55
21/08/2021;2.2.6 Laticínios;Requeijao e Cheddar;CEF;181,3
21/08/2021;2.2.3 Congelados;Onions, batata e nuggets;CEF;163,4
21/08/2021;2.3.4 Outros Descartaveis;Copinhos de molho/cafe;CEF;14,7
21/08/2021;2.2.5 Hortifrut;Salsa, pimenta e paprica;CEF;25,5
20/08/2021;2.2.6 Laticínios;Queijo Prato;CEF;112,5
20/08/2021;2.2.3 Congelados;Batata frita;CEF;45,9
22/08/2021;2.2.3 Congelados;Batata Frita;CEF;45,9
22/08/2021;2.2.7 Doces;Bombom;CEF;126,6
22/08/2021;2.2.1 Carne;Sassami;CEF;82,8
22/08/2021;2.2.3 Congelados;Onions e nuggets;CEF;96
25/08/2021;2.2.6 Laticínios;Provolone;CEF;13,45
25/08/2021;2.2.1 Carne;Bacon;CEF;123,82
25/08/2021;2.2.7 Doces;Kitkat;CEF;51,6
26/08/2021;2.6.1 Gas de cozinha;de Cozinha;CEF;90
27/08/2021;2.2.8 Bebidas;Coca cola;CEF;105,96
24/08/2021;2.2.2 Pao;Gufe ;CEF;458,4
27/08/2021;2.3.4 Outros Descartaveis;Etiqueta lacre;CEF;38,8
27/08/2021;2.2.8 Bebidas;Suco Tropical;CAIXA;100
27/08/2021;2.2.3 Congelados;Batata, Nuggets e Onions;CEF;79,2
27/08/2021;2.2.5 Hortifrut;Alho;CEF;18,2
27/08/2021;2.2.1 Carne;Bacon;CEF;106,96
28/08/2021;2.2.4 Insumos;Catchup e Maionese ;CEF;107,4
28/08/2021;2.2.3 Congelados;Nuggets;CEF;33,4
28/08/2021;2.2.6 Laticínios;Requeijao, gorgonzola;CEF;197,73
29/08/2021;2.2.3 Congelados;Batata Frita;CEF;111,7
27/08/2021;2.2.8 Bebidas;Ambev;CAIXA;155,92
29/08/2021;2.2.8 Bebidas;Coca cola;CEF;31,1
29/08/2021;2.4 Entregador;Felipe;CEF;355
29/08/2021;2.4 Entregador;Gabriel;CEF;160
30/08/2021;2.2.1 Carne;Acem, linguica e pernil Gerson;CEF;922,6
29/08/2021;2.2.1 Carne;Acem Carrefour;CAIXA;176,94
30/08/2021;2.4 Entregador;Entregas Burrito;CEF;77,7
30/08/2021;2.2.6 Laticínios;Queijo Peca;CEF;281,66
01/09/2021;2.3.2 Papel Acoplado;Papel acoplado;CAIXA;100
01/09/2021;2.3.1 Sacolas kraft;Sacola Kraft;CEF;153,76
01/09/2021;2.2.2 Pao;Gufe;CEF;406,2
01/09/2021;2.6.1 Gas de cozinha;Cozinha;CAIXA;90
02/09/2021;2.2.8 Bebidas;Suco Tropical;CEF;62,5
02/09/2021;2.2.8 Bebidas;Coca cola e agua;CEF;110,64
02/09/2021;2.2.6 Laticínios;Queijo Prato;CEF;125
02/09/2021;2.2.5 Hortifrut;Rúcula, alface e tomate;CEF;35,81
03/09/2021;2.2.5 Hortifrut;Salsa;CEF;0,79
03/09/2021;2.2.1 Carne;Apresuntado;CEF;6,15
03/09/2021;2.2.4 Insumos;Ovo;CEF;9,98
03/09/2021;2.2.6 Laticínios;Requeijao e Cheddar;CEF;129,4
03/09/2021;2.2.4 Insumos;Batata, Nuggets e Onions;CEF;108,9
03/09/2021;2.2.7 Doces;Ganache;CEF;85,2
03/09/2021;2.2.4 Insumos;Maionese, catchup, barbecue;CEF;50,8
03/09/2021;2.2.6 Laticínios;Mussarela;CEF;21,53
03/09/2021;2.2.8 Bebidas;Ambev;CAIXA;148,62
03/09/2021;2.2.1 Carne;Acem Gerson;CEF;881,5
03/09/2021;2.2.5 Hortifrut;Delivery hortifruti;CEF;183,1
04/09/2021;2.2.7 Doces;Sorvete 10L;CEF;79
04/09/2021;2.2.3 Congelados;Batata fritas, nuggets e onions;CEF;183,9
04/09/2021;2.6.2 oleo para Fritadeira;Gordura Vegetal;CEF;189,9
04/09/2021;2.2.4 Insumos;Leite e Maionese;CEF;44,9
05/09/2021;2.6.1 Gas de cozinha;de cozinha;CAIXA;82
05/09/2021;2.2.3 Congelados;Batata frita;CEF;66,8
05/09/2021;2.2.5 Hortifrut;Cebola, alface e hortela;CEF;23,97
05/09/2021;2.2.8 Bebidas;Coca cola e Heineken;CEF;202,2
05/09/2021;2.2.7 Doces;Geleia;CEF;14,4
05/09/2021;2.4 Entregador;Felipe ;CEF;265
05/09/2021;2.4 Entregador;Rodrigo;CEF;255,4
08/09/2021;2.2.8 Bebidas;Suco Tropical;CEF;75
08/09/2021;2.2.5 Hortifrut;Alface e Tomate;CEF;37,08
08/09/2021;2.2.6 Laticínios;Queijo Provolone;CEF;31,13
08/09/2021;2.2.7 Doces;Bombom;CEF;147,7
09/09/2021;2.2.3 Congelados;Nuggets, onions, batata;CEF;107,4
09/09/2021;2.2.1 Carne;Sassami e bacon;CEF;218,09
09/09/2021;2.2.4 Insumos;Pimenta do reino;CEF;31,82
09/09/2021;2.2.5 Hortifrut;Rucula;CEF;3,5
10/09/2021;2.2.3 Congelados;Batata Frita;CEF;129,5
10/09/2021;2.2.6 Laticínios;Cheddar;CEF;148,5
10/09/2021;2.2.1 Carne;Proteína de Soja;CEF;6,29
10/09/2021;2.6.1 Gas de cozinha;cozinha;CAIXA;95
11/09/2021;2.2.3 Congelados;Batata Frita;CEF;66,8
11/09/2021;2.2.4 Insumos;Barbecue, catchup, etc;CEF;117,3
11/09/2021;2.2.8 Bebidas;agua, Coca cola;CEF;128,88
12/09/2021;2.2.1 Carne;Acem Gerson;CEF;953
10/09/2021;2.2.2 Pao;Gufe;CEF;361,3
12/09/2021;2.4 Entregador;Felipe;CEF;335
12/09/2021;2.4 Entregador;Rodrigo;CEF;305
15/09/2021;2.2.2 Pao;Gufe;CEF;376,2
15/09/2021;2.2.5 Hortifrut;hortifruti delivery;CEF;235,8
15/09/2021;2.6.1 Gas de cozinha;Cozinha;CAIXA;95
12/09/2021;2.2.3 Congelados;Nuggets, Onions e Batata;CEF;174,2
12/09/2021;2.2.6 Laticínios;Gorgonzola, muss e requeijao;CEF;170,73
12/09/2021;2.2.8 Bebidas;agua e Coca cola;CEF;68,64
12/09/2021;2.2.1 Carne;Acem Mercado;CEF;286,65
12/09/2021;2.2.8 Bebidas;Tropical;CEF;127,5
15/09/2021;2.2.3 Congelados;Onions e batata frita;CEF;303,6
15/09/2021;2.2.6 Laticínios;Requeijao;CEF;57,3
15/09/2021;2.2.8 Bebidas;Coca cola;CEF;27,48
08/09/2021;2.2.8 Bebidas;AMBEV;CAIXA;348,7
16/09/2021;2.2.8 Bebidas;AMBEV;CAIXA;420,36
16/09/2021;2.2.4 Insumos;Molho BJ e Maionese;CEF;137,45
17/09/2021;2.2.1 Carne;Acem, pernil e Linguica Gerson;CEF;1090,6
17/09/2021;2.2.8 Bebidas;Tropical;CEF;150
17/09/2021;2.2.4 Insumos;Farinha de Trigo;CEF;25,8
17/09/2021;2.2.3 Congelados;Batata, onions e nuggets;CEF;118,6
17/09/2021;2.2.6 Laticínios;Requeijao Catupiry;CEF;136,8
18/09/2021;2.6.1 Gas de cozinha;Cozinha;CAIXA;95
18/09/2021;2.2.3 Congelados;Batata e Onions;CEF;184,8
18/09/2021;2.2.5 Hortifrut;Alface, rúcula e tomate;CEF;49,19
18/09/2021;2.2.7 Doces;Bombom;CEF;143,4
18/09/2021;2.2.4 Insumos;Ovo;CEF;11,15
18/09/2021;2.2.6 Laticínios;Queijo Prato;CEF;119,25
19/09/2021;2.2.4 Insumos;Vinagre;CEF;8,89
19/09/2021;2.2.6 Laticínios;Requeijao e Q. Prato;CEF;155,5
19/09/2021;2.2.1 Carne;Bacon;CEF;147,48
19/09/2021;2.2.2 Pao;Gufe;CEF;429
19/09/2021;2.4 Entregador;Felipe;CEF;185
19/09/2021;2.4 Entregador;Gabriel;CEF;305
19/09/2021;2.4 Entregador;Rodrigo;CEF;119,1
22/09/2021;2.5 Compra de Jogos;Fishing Game para Venda;CEF;34,8
22/09/2021;2.2.4 Insumos;Pimenta  Jalapenos;CEF;104,9
22/09/2021;2.2.5 Hortifrut;Cebolas, Limao e Alface;CEF;44,39
22/09/2021;2.2.8 Bebidas;Coca Cola e agua;CEF;138,24
22/09/2021;2.2.3 Congelados;Batata Frita;CEF;116,9
22/09/2021;2.6.2 oleo para Fritadeira;Gordura Vegetal;CEF;180
22/09/2021;2.2.4 Insumos;Ovo e Maionese;CEF;117
22/09/2021;2.2.1 Carne;Frango ;CEF;13,5
23/09/2021;2.2.5 Hortifrut;Abacaxi;CEF;60
23/09/2021;2.2.6 Laticínios;Mussarela, Prato e Provolone;CEF;164,95
23/09/2021;2.2.8 Bebidas;Heineken;CEF;249,12
23/09/2021;2.2.5 Hortifrut;Pepino;CEF;28,5
23/09/2021;2.2.6 Laticínios;Queijo Prato;CEF;79
24/09/2021;2.2.8 Bebidas;Suco Tropical;CEF;125
24/09/2021;2.2.4 Insumos;Maisena;CEF;26,8
24/09/2021;2.2.1 Carne;Sassami ;CEF;93
24/09/2021;2.2.7 Doces;Kitkat;CEF;52,8
25/09/2021;2.2.4 Insumos;Catchup, Mostarda e Barbecue;CEF;78,8
25/09/2021;2.2.1 Carne;Bacon ;CEF;165,16
25/09/2021;2.2.3 Congelados;Onions, Batata e Nuggets;CEF;123,9
25/09/2021;2.2.6 Laticínios;Requeijao;CEF;124
25/09/2021;2.2.8 Bebidas;Coca Cola;CEF;66,96
26/09/2021;2.2.3 Congelados;Batata, onions e nuggets;CEF;149,5
26/09/2021;2.2.4 Insumos;Barbecue, Sal e Farinha Trigo;CEF;77,7
27/09/2021;2.2.1 Carne;Acem, Pernil e Linguica Gerson;CEF;1068,9
27/09/2021;2.2.2 Pao;Gufe;CEF;528,6
27/09/2021;2.2.5 Hortifrut;Delivery hortifruti;CEF;203,6
27/09/2021;2.4 Entregador;Felipe;CEF;201,2
27/09/2021;2.4 Entregador;Gabriel;CEF;310
27/09/2021;2.4 Entregador;Rodrigo;CEF;151,5
29/09/2021;2.6.1 Gas de cozinha;Cozinha;CAIXA;95
29/09/2021;2.2.3 Congelados;Batata Frita;CEF;16,7
29/09/2021;2.2.5 Hortifrut;Alface;CEF;17,4
29/09/2021;2.2.9 Outros;Guardanapo;CAIXA;89,9
30/09/2021;2.2.6 Laticínios;Queijo Prato Ricardo;CEF;284,35
30/09/2021;2.4 Entregador;Entregas Burrito;CEF;46,54
30/09/2021;2.5 Compra de Jogos;Jogos Uno;CEF;101,84
30/09/2021;2.2.6 Laticínios;Gorgonzola;CEF;54,49
30/09/2021;2.2.7 Doces;Bombom;CEF;95,6
30/09/2021;2.2.3 Congelados;Batata Frita;CEF;116,9
30/09/2021;2.2.4 Insumos;Acúcar;CEF;37,9
30/09/2021;2.2.6 Laticínios;QUEIJO BRUNO;CEF;10
01/10/2021;2.2.8 Bebidas;AMBEV;CAIXA;420,36
01/10/2021;2.2.7 Doces;kITKAT;CEF;4,96
01/10/2021;2.2.4 Insumos;Maionese;CEF;71,4
01/10/2021;2.2.5 Hortifrut;Tomate Seco e soja;CEF;48,89
01/10/2021;2.2.1 Carne;Apresuntado;CEF;8,9
01/10/2021;2.2.8 Bebidas;Coca cola e Heineken;CEF;265,92
01/10/2021;2.2.3 Congelados;Batata Frita;CEF;99
01/10/2021;2.2.8 Bebidas;AMBEV;CAIXA;550,8
02/10/2021;2.2.3 Congelados;Nuggets, Onions e Batata;CEF;159,8
02/10/2021;2.2.6 Laticínios;Requeijao, Mussarela;CEF;288,05
02/10/2021;2.2.1 Carne;Bacon ;CEF;142,5
02/10/2021;2.2.7 Doces;Mel;CEF;6,35
02/10/2021;2.2.7 Doces;Sorvete;CEF;79
02/10/2021;2.6.1 Gas de cozinha;Cozinha;CEF;79,99
02/10/2021;2.2.1 Carne;Acem, Linguica e Pernil Gerson;CEF;1511,2
02/10/2021;2.2.8 Bebidas;Gelo;CAIXA;10
03/10/2021;2.2.9 Outros;Copo e Papel Toalha;CEF;62,78
03/10/2021;2.2.1 Carne;Bacon;CEF;131,74
03/10/2021;2.2.7 Doces;Bombom;CEF;95,6
03/10/2021;2.2.6 Laticínios;Requeijao e Catupiry;CEF;132,6
03/10/2021;2.2.8 Bebidas;agua e Coca cola;CEF;44,28
03/10/2021;2.2.4 Insumos;Catchup, Mostarda e Barbecue;CEF;106,7
03/10/2021;2.4 Entregador;Felipe;CEF;190
03/10/2021;2.4 Entregador;Gabriel;CEF;305
03/10/2021;2.4 Entregador;Rodrigo;CEF;116,1
03/10/2021;2.2.2 Pao;Gufe ;CEF;399,6
05/10/2021;2.2.9 Outros;Francisco Cassiano Jr.;CEF;180
05/10/2021;2.2.5 Hortifrut;hortifruti delivery;CEF;240
07/10/2021;2.3.1 Sacolas kraft;Sacola Kraft;CEF;225
07/10/2021;2.3.2 Papel Acoplado;Papel acoplado;CEF;110,84
06/10/2021;2.2.3 Congelados;Batata Frita;CEF;120,4
06/10/2021;2.2.4 Insumos;Catchup e Mostarda;CEF;50,7
01/10/2021;2.2.9 Outros;;CEF;509,44
07/10/2021;2.2.8 Bebidas;Coca cola;CEF;29,88
07/10/2021;2.2.4 Insumos;Chimmi Churry e Leite;CEF;78,71
07/10/2021;2.2.6 Laticínios;Provolone;CEF;35,2
08/10/2021;2.2.8 Bebidas;Tropical ;CEF;65
08/10/2021;2.6.2 oleo para Fritadeira;Gordura Vegetal;CEF;180
08/10/2021;2.2.1 Carne;Sassami;CEF;93
08/10/2021;2.2.3 Congelados;Batata, Nuggets e Onions;CEF;196,7
08/10/2021;2.2.4 Insumos;Tempero;CEF;41,37
09/10/2021;2.2.5 Hortifrut;Tomate e Cebola;CEF;21,27
09/10/2021;2.2.6 Laticínios;Requeijao, Prato e Cheddar;CEF;301,4
09/10/2021;2.2.3 Congelados;Batata Frita;CEF;97,3
09/10/2021;2.2.8 Bebidas;Coca e Heineken;CEF;153,24
09/10/2021;2.2.7 Doces;Abacaxi;CEF;40,25
10/10/2021;2.4 Entregador;Felipe;CEF;185,3
10/10/2021;2.4 Entregador;Gabriel;CEF;352
10/10/2021;2.4 Entregador;Rodrigo;CEF;140
10/10/2021;2.2.2 Pao;Pao Frances;CEF;9,13
01/10/2021;2.2.9 Outros;anayara moreira;CEF;120
01/10/2021;2.2.5 Hortifrut;Hortifruti delivery;CEF;194,3
11/10/2021;2.2.1 Carne;Carnes Gerson;CEF;1121,8
01/10/2021;2.2.2 Pao;Gufe;CEF;405,9
12/10/2021;2.2.1 Carne;Proteína de Soja;CEF;14,98
12/10/2021;2.2.4 Insumos;Tempero;CEF;82,25
12/10/2021;2.2.3 Congelados;Batatas, onions e nuggets;CEF;216,88
12/10/2021;2.2.8 Bebidas;Coca cola e Heineken;CEF;197,6
12/10/2021;2.2.1 Carne;Bacon;CEF;146,5
12/10/2021;2.2.7 Doces;Abacaxi;CEF;52,14
12/10/2021;2.2.6 Laticínios;Provolene ;CEF;31,31
13/10/2021;2.2.3 Congelados;Batata, onions e nuggets;CEF;178,4
13/10/2021;2.2.6 Laticínios;Requeijao e Gorgonzola;CEF;246,54
13/10/2021;2.2.7 Doces;Geleia e Leite Condensado;CEF;37,45
13/10/2021;2.2.4 Insumos;Diversos e Temperos;CEF;193,93
13/10/2021;2.2.8 Bebidas;Hidromel;CEF;720
13/10/2021;2.2.8 Bebidas;Tropical;CEF;156
14/10/2021;2.2.6 Laticínios;Requeijao;CEF;59,1
14/10/2021;2.2.8 Bebidas;Coca cola;CEF;33,48
14/10/2021;2.2.8 Bebidas;agua;CEF;33,24
14/10/2021;2.2.7 Doces;Bombom;CEF;143,4
15/10/2021;2.2.8 Bebidas;AMBEV;CAIXA;330,3
16/10/2021;2.4 Entregador;Felipe;CEF;155
16/10/2021;2.4 Entregador;Gabriel;CEF;317,1
16/10/2021;2.4 Entregador;Rodrigo;CEF;180
16/10/2021;2.2.2 Pao;GUFE;CEF;506,7
16/10/2021;2.2.1 Carne;Carnes Gerson;CEF;1451,16
17/10/2021;2.2.3 Congelados;Batata, nuggets e onions;CEF;227,4
17/10/2021;2.2.6 Laticínios;Queijo Mussarela;CEF;22,27
17/10/2021;2.2.4 Insumos;Maionese;CEF;70,38
17/10/2021;2.2.1 Carne;Sassami;CEF;99,98
16/10/2021;2.2.3 Congelados;Polenta e Batata;CAIXA;128,5
16/10/2021;2.2.2 Pao;Padaria Pao frances;CEF;19,75
15/10/2021;2.2.6 Laticínios;Requeijao e Queijo Prato;CEF;249
15/10/2021;2.2.5 Hortifrut;Alho;CEF;18,2
15/10/2021;2.2.1 Carne;Bacon;CEF;138,31
15/10/2021;2.2.4 Insumos;Maionese;CEF;31,9
16/10/2021;2.2.4 Insumos;Farinha de Trigo e molhos;CEF;64,22
16/10/2021;2.2.8 Bebidas;Coca cola e agua;CEF;44,28
20/10/2021;2.2.5 Hortifrut;Pimenta e Tomate;CEF;59,82
20/10/2021;2.2.3 Congelados;Batata, nuggets e onions;CEF;213,2
20/10/2021;2.3.4 Outros Descartaveis;Copinho cafe;CEF;5,2
20/10/2021;2.2.8 Bebidas;Coca cola;CEF;29,88
21/10/2021;2.2.8 Bebidas;Suco Tropical;CEF;117
21/10/2021;2.2.5 Hortifrut;Salsa e Alface;CEF;9,62
21/10/2021;2.6.2 oleo para Fritadeira;Gordura Vegetal;CEF;180
21/10/2021;2.2.8 Bebidas;Coca cola, Heineken e agua;CEF;150,24
21/10/2021;2.2.1 Carne;Apresuntado;CEF;6,15
21/10/2021;2.2.4 Insumos;Vinagrete;CEF;9,55
22/10/2021;2.2.6 Laticínios;Requeijao;CEF;124
22/10/2021;2.2.1 Carne;Bacon;CEF;151,04
22/10/2021;2.2.8 Bebidas;Coca cola e agua;CEF;45,48
22/10/2021;2.2.7 Doces;Bombom;CEF;191,2
22/10/2021;2.3.5 Caixinhas para Porcoes;Embalagem de Porcao G;CEF;120
24/10/2021;2.2.3 Congelados;Batata, Nuggets e Onions;CEF;211,65
24/10/2021;2.2.6 Laticínios;Queijo Gorgonzola;CEF;47,28
22/10/2021;2.2.8 Bebidas;AMBEV;CAIXA;133,92
26/10/2021;2.2.6 Laticínios;Provolone;CEF;31,82
26/10/2021;2.2.4 Insumos;Catchup;CEF;39,45
23/10/2021;2.2.8 Bebidas;Coca e agua;CEF;66,04
23/10/2021;2.2.4 Insumos;Catchup, maionese etc;CEF;62,04
23/10/2021;2.2.6 Laticínios;Queijo Prato;CEF;142,1
25/10/2021;2.6.1 Gas de cozinha;5 gas;CAIXA;400
25/10/2021;2.4 Entregador;Felipe;CEF;150
25/10/2021;2.4 Entregador;Gabriel;CEF;315
25/10/2021;2.4 Entregador;Rodrigo;CEF;155
25/10/2021;2.2.5 Hortifrut;Hortifruti;CEF;180
25/10/2021;2.2.1 Carne;Carne Gerson;CEF;924,2
25/10/2021;2.2.2 Pao;GUFE;CEF;393,9
25/10/2021;2.2.9 Outros;???????????;CEF;476,33
25/10/2021;2.2.9 Outros;???????????;CEF;52,8
25/10/2021;2.2.8 Bebidas;AMBEV;CEF;78,96
25/10/2021;2.2.8 Bebidas;Suco Tropical;CEF;130
25/10/2021;2.2.4 Insumos;Tempero e Farinha de trigo;CEF;130,55
25/10/2021;2.2.3 Congelados;Onions Rings;CEF;36,4
25/10/2021;2.2.6 Laticínios;Requeijao;CEF;126,8
25/10/2021;2.2.8 Bebidas;Coca Cola;CEF;33,37
25/10/2021;2.2.1 Carne;Bacon;CEF;155,14
25/10/2021;2.2.6 Laticínios;Queijo Prato;CEF;115
25/10/2021;2.2.3 Congelados;Batata Frita;CEF;120,4
25/10/2021;2.2.4 Insumos;Mostarda;CEF;16,8
25/10/2021;2.2.8 Bebidas;agua;CEF;10,68
25/10/2021;2.2.5 Hortifrut;Tomate Seco;CEF;47,9
31/10/2021;2.6.1 Gas de cozinha;Gas de cozinha;CAIXA;160
25/10/2021;2.2.8 Bebidas;agua e Coca cola;CEF;42,86
25/10/2021;2.2.3 Congelados;Batata, onions e nuggets;CEF;193,2
25/10/2021;2.2.6 Laticínios;Requeijao;CEF;93
25/10/2021;2.2.4 Insumos;Leite;CEF;13,9
31/10/2021;2.4 Entregador;Felipe;CEF;175
31/10/2021;2.4 Entregador;Gabriel;CEF;317,3
31/10/2021;2.4 Entregador;Rodrigo;CEF;125
31/10/2021;2.2.5 Hortifrut;Hortifruti delivery;CEF;197
31/10/2021;2.4 Entregador;Burrito Franca;CEF;11,09
31/10/2021;2.2.6 Laticínios;Queijo Prato ;CEF;177,31
31/10/2021;2.2.2 Pao;Gufe;CEF;381,3
31/10/2021;2.2.1 Carne;Carnes Gerson;CEF;1123,9
05/11/2021;2.2.8 Bebidas;AMBEV;CEF;259,68
05/11/2021;2.2.9 Outros;????? SAFRA ATACADAO;CEF;143,65
07/11/2021;2.2.3 Congelados;Batata Frita;CEF;97,8
07/11/2021;2.2.6 Laticínios;Gorgonzola;CEF;28,73
07/11/2021;2.2.1 Carne;Sassami e presunto;CEF;104,76
07/11/2021;2.2.4 Insumos;Barbecue;CEF;31,6
06/11/2021;2.2.3 Congelados;Nuggets e Batata;CEF;121,7
06/11/2021;2.2.4 Insumos;Molhos Diversos;CEF;77,3
06/11/2021;2.2.7 Doces;Bombom;CEF;113
06/11/2021;2.2.6 Laticínios;Requeijao;CEF;101,4
06/11/2021;2.2.1 Carne;Bacon;CEF;81,68
07/11/2021;2.2.6 Laticínios;Provolone e Prato;CEF;126,05
07/11/2021;2.2.4 Insumos;Maionese;CEF;94,41
07/11/2021;2.6.1 Gas de cozinha;Gas de cozinha;CAIXA;80
07/11/2021;2.2.1 Carne;Carnes Gerson;CEF;1198,4
07/11/2021;2.4 Entregador;Felipe;CEF;180
07/11/2021;2.4 Entregador;Gabriel;CEF;355,2
07/11/2021;2.4 Entregador;Rodrigo;CEF;165
08/11/2021;2.2.2 Pao;GUFE;CEF;454,8
09/11/2021;2.2.6 Laticínios;Queijo Prato;CEF;119,65
11/11/2021;2.2.9 Outros;VILLA SINHA;CEF;66
11/11/2021;2.2.8 Bebidas;Ambev;CAIXA;239,94
10/11/2021;2.2.8 Bebidas;TROPICAL;CEF;168
10/11/2021;2.2.8 Bebidas;Coca, agua e Heineken;CEF;544,56
13/11/2021;2.2.4 Insumos;Molhos ;CEF;234,8
13/11/2021;2.2.6 Laticínios;Requeijao e Prato;CEF;196,1
13/11/2021;2.2.3 Congelados;Batata Frita;CEF;222,6
13/11/2021;2.6.2 oleo para Fritadeira;Gordura Vegetal;CEF;211
13/11/2021;2.3.2 Papel Acoplado;Papel Acoplado Mercado;CEF;153,6
13/11/2021;2.3.4 Outros Descartaveis;Descartaveis de Festa;CEF;22,34
13/11/2021;2.2.4 Insumos;Azeite e Billy Jack;CEF;105,9
13/11/2021;2.2.3 Congelados;Batata e nuggets;CEF;175
13/11/2021;2.2.6 Laticínios;Requeijao;CEF;108,6
13/11/2021;2.2.7 Doces;Ganache;CEF;78,9
12/11/2021;2.2.5 Hortifrut;Pepino ;CEF;24,9
14/11/2021;2.2.1 Carne;Bacon;CEF;76,64
14/11/2021;2.2.7 Doces;Churros;CEF;26,8
14/11/2021;2.2.3 Congelados;Onions Rings;CEF;57,3
13/11/2021;2.2.5 Hortifrut;Abacaxi;CEF;42,32
11/11/2021;2.6.1 Gas de cozinha;Gas de cozinha;CEF;85
14/11/2021;2.2.7 Doces;Bombom;CEF;27,5
14/11/2021;2.2.1 Carne;Bacon Manta;CEF;126,36
14/11/2021;2.2.1 Carne;Acem Mercado;CAIXA;164,94
14/11/2021;2.2.5 Hortifrut;Abacaxi;CEF;101,88
15/11/2021;2.2.6 Laticínios;Requeijao, Prato e cheddar;CEF;344,1
15/11/2021;2.2.3 Congelados;Nuggets, Onions e Batata;CEF;213,2
15/11/2021;2.2.1 Carne;Bacon;CEF;183,42
15/11/2021;2.2.4 Insumos;Sazon;CEF;90,6
15/11/2021;2.2.8 Bebidas;Coca cola;CEF;34,68
15/11/2021;2.2.7 Doces;Bombom e Acucar;CEF;248,04
17/11/2021;2.2.5 Hortifrut;Hortifruti delivery;CEF;210,9
